long,long,long,long,long,None,bool,long,long,flags,long,long,None,long,long,
9166,164,16649,0,0,,0,1,0,0x0,310,290,,0,0,
9165,164,16648,0,0,,0,1,0,0x0,310,290,,0,0,
9164,164,16647,0,0,,0,1,0,0x0,305,285,,0,0,
9163,164,16646,0,0,,0,1,0,0x0,305,285,,0,0,
9162,164,16645,0,0,,0,1,0,0x0,300,280,,0,0,
9160,164,16643,0,0,,0,1,0,0x0,290,270,,0,0,
9159,164,16642,0,0,,0,1,0,0x0,290,270,,0,0,
9158,164,16639,0,0,,0,1,0,0x0,260,255,,0,0,
1865,164,3333,0,0,,0,1,0,0x0,195,165,,0,0,
1864,164,3331,0,0,,0,1,0,0x0,190,160,,0,0,
1863,164,3330,0,0,,0,1,0,0x0,185,155,,0,0,
1862,164,3328,0,0,,0,1,0,0x0,170,140,,0,0,
1861,164,3326,0,0,,0,1,0,0x0,100,75,,0,0,
1860,164,3325,0,0,,0,1,0,0x0,140,100,,0,0,
1859,164,3324,0,0,,0,1,0,0x0,125,85,,0,0,
1858,164,3323,0,0,,0,1,0,0x0,120,80,,0,0,
1283,164,2018,0,0,,0,1,3100,0x0,0,0,,0,0,
2005,164,3538,0,0,,0,1,9785,0x0,0,0,,0,0,
2003,164,3515,0,0,,0,1,0,0x0,250,225,,0,0,
2002,164,3513,0,0,,0,1,0,0x0,235,210,,0,0,
2001,164,3511,0,0,,0,1,0,0x0,245,220,,0,0,
2000,164,3508,0,0,,0,1,0,0x0,230,205,,0,0,
1999,164,3507,0,0,,0,1,0,0x0,220,195,,0,0,
1998,164,3506,0,0,,0,1,0,0x0,205,180,,0,0,
1997,164,3505,0,0,,0,1,0,0x0,225,200,,0,0,
1996,164,3504,0,0,,0,1,0,0x0,210,185,,0,0,
1995,164,3503,0,0,,0,1,0,0x0,240,215,,0,0,
1994,164,3502,0,0,,0,1,0,0x0,220,195,,0,0,
1993,164,3501,0,0,,0,1,0,0x0,215,190,,0,0,
1992,164,3500,0,0,,0,1,0,0x0,250,225,,0,0,
1991,164,3498,0,0,,0,1,0,0x0,235,210,,0,0,
1990,164,3497,0,0,,0,1,0,0x0,250,225,,0,0,
1989,164,3496,0,0,,0,1,0,0x0,230,205,,0,0,
1988,164,3495,0,0,,0,1,0,0x0,220,195,,0,0,
1987,164,3494,0,0,,0,1,0,0x0,205,180,,0,0,
1986,164,3493,0,0,,0,1,0,0x0,225,200,,0,0,
1985,164,3492,0,0,,0,1,0,0x0,210,185,,0,0,
1984,164,3491,0,0,,0,1,0,0x0,165,135,,0,0,
1646,164,2737,0,0,,0,30,0,0x0,95,55,,0,0,
1651,164,2738,0,0,,0,35,0,0x0,100,60,,0,0,
1652,164,2739,0,0,,0,40,0,0x0,105,65,,0,0,
1633,164,2662,0,0,,0,40,0,0x0,90,50,,0,0,
1632,164,2661,0,0,,0,55,0,0x0,115,75,,0,0,
1635,164,2664,0,0,,0,65,0,0x0,140,115,,0,0,
1649,164,2740,0,0,,0,75,0,0x0,170,140,,0,0,
1636,164,2665,0,0,,0,75,0,0x0,80,65,,0,0,
1637,164,2666,0,0,,0,80,0,0x0,150,110,,0,0,
1650,164,2741,0,0,,0,85,0,0x0,175,145,,0,0,
1638,164,2667,0,0,,0,90,0,0x0,160,120,,0,0,
1639,164,2668,0,0,,0,95,0,0x0,175,145,,0,0,
1653,164,2742,0,0,,0,95,0,0x0,180,150,,0,0,
1640,164,2670,0,0,,0,105,0,0x0,175,145,,0,0,
1642,164,2672,0,0,,0,120,0,0x0,180,150,,0,0,
1644,164,2674,0,0,,0,125,0,0x0,140,125,,0,0,
1645,164,2675,0,0,,0,135,0,0x0,205,175,,0,0,
1708,165,2881,0,0,,0,1,0,0x1,40,20,,0,0,
2170,165,3761,0,0,,0,1,0,0x0,145,115,,0,0,
2172,165,3763,0,0,,0,1,0,0x0,140,110,,0,0,
2181,165,3772,0,0,,0,1,0,0x0,195,175,,0,0,
2180,165,3771,0,0,,0,1,0,0x0,190,170,,0,0,
2179,165,3770,0,0,,0,1,0,0x0,185,160,,0,0,
2178,165,3769,0,0,,0,1,0,0x0,190,165,,0,0,
2177,165,3768,0,0,,0,1,0,0x0,180,155,,0,0,
2176,165,3767,0,0,,0,1,0,0x0,170,145,,0,0,
2175,165,3766,0,0,,0,1,0,0x0,175,150,,0,0,
2174,165,3765,0,0,,0,1,0,0x0,180,155,,0,0,
2173,165,3764,0,0,,0,1,0,0x0,195,170,,0,0,
2502,165,4096,0,0,,0,1,0,0x0,205,185,,0,0,
2500,165,4097,0,0,,0,1,0,0x0,205,185,,0,0,
2196,165,3817,0,0,,0,1,0,0x0,130,115,,0,0,
2195,165,3816,0,0,,0,1,0,0x0,75,55,,0,0,
2188,165,3779,0,0,,0,1,0,0x0,240,220,,0,0,
2187,165,3778,0,0,,0,1,0,0x0,225,205,,0,0,
2186,165,3777,0,0,,0,1,0,0x0,235,215,,0,0,
2185,165,3776,0,0,,0,1,0,0x0,220,200,,0,0,
2184,165,3775,0,0,,0,1,0,0x0,210,190,,0,0,
2183,165,3774,0,0,,0,1,0,0x0,200,180,,0,0,
2182,165,3773,0,0,,0,1,0,0x0,215,195,,0,0,
1360,165,2159,0,0,,0,1,0,0x0,135,105,,0,0,
1356,165,2152,0,0,,0,1,0,0x1,60,30,,0,0,
1353,165,2149,0,0,,0,1,0,0x1,70,40,,0,0,
1328,165,2108,0,0,,0,1,3104,0x0,0,0,,0,0,
2199,165,3780,0,0,,0,1,0,0x0,190,170,,0,0,
2197,165,3818,0,0,,0,1,0,0x0,170,160,,0,0,
2171,165,3762,0,0,,0,1,0,0x0,150,125,,0,0,
2168,165,3760,0,0,,0,1,0,0x0,190,170,,0,0,
5048,165,9194,0,0,,0,1,0,0x0,190,170,,0,0,
5047,165,9193,0,0,,0,1,0,0x0,190,170,,0,0,
5030,165,9149,0,0,,0,1,0,0x0,195,170,,0,0,
5029,165,9148,0,0,,0,1,0,0x0,190,165,,0,0,
5028,165,9147,0,0,,0,1,0,0x0,185,160,,0,0,
5027,165,9146,0,0,,0,1,0,0x0,185,160,,0,0,
5026,165,9145,0,0,,0,1,0,0x0,175,150,,0,0,
4996,165,9074,0,0,,0,1,0,0x0,170,145,,0,0,
4995,165,9072,0,0,,0,1,0,0x0,170,145,,0,0,
4161,165,7149,0,0,,0,1,0,0x0,210,190,,0,0,
4160,165,7147,0,0,,0,1,0,0x0,200,180,,0,0,
4159,165,7135,0,0,,0,1,0,0x0,165,140,,0,0,
4158,165,7133,0,0,,0,1,0,0x0,155,130,,0,0,
4156,165,7126,0,0,,0,1,0,0x1,70,40,,0,0,
4029,165,6704,0,0,,0,1,0,0x0,210,190,,0,0,
4028,165,6703,0,0,,0,1,0,0x0,155,125,,0,0,
4027,165,6705,0,0,,0,1,0,0x0,230,210,,0,0,
4026,165,6702,0,0,,0,1,0,0x0,150,120,,0,0,
5696,165,10568,0,0,,0,1,0,0x0,285,265,,0,0,
5683,165,10619,0,0,,0,1,0,0x0,265,245,,0,0,
5682,165,10546,0,0,,0,1,0,0x0,265,245,,0,0,
5675,165,10520,0,0,,0,1,0,0x0,255,235,,0,0,
5674,165,10518,0,0,,0,1,0,0x0,250,230,,0,0,
5670,165,10507,0,0,,0,1,0,0x0,245,225,,0,0,
5669,165,10499,0,0,,0,1,0,0x0,245,225,,0,0,
5668,165,10490,0,0,,0,1,0,0x0,240,220,,0,0,
5667,165,10487,0,0,,0,1,0,0x0,240,220,,0,0,
5688,165,10630,0,0,,0,1,0,0x0,270,250,,0,0,
5687,165,10552,0,0,,0,1,0,0x0,270,250,,0,0,
5686,165,10550,0,0,,0,1,0,0x0,270,250,,0,0,
5685,165,10548,0,0,,0,1,0,0x0,270,250,,0,0,
5684,165,10621,0,0,,0,1,0,0x0,265,245,,0,0,
5681,165,10544,0,0,,0,1,0,0x0,265,245,,0,0,
5680,165,10542,0,0,,0,1,0,0x0,265,245,,0,0,
5679,165,10533,0,0,,0,1,0,0x0,260,240,,0,0,
5678,165,10531,0,0,,0,1,0,0x0,260,240,,0,0,
8057,165,14932,0,0,,0,1,0,0x0,265,245,,0,0,
8056,165,14930,0,0,,0,1,0,0x0,265,245,,0,0,
4421,165,7954,0,0,,0,1,0,0x0,155,130,,0,0,
4420,165,7953,0,0,,0,1,0,0x0,150,120,,0,0,
4419,165,7955,0,0,,0,1,0,0x0,165,140,,0,0,
5706,165,10662,0,0,,0,1,0,0x0,0,0,,0,0,
5705,165,10658,0,0,,0,1,0,0x0,0,0,,0,0,
5698,165,10572,0,0,,0,1,0,0x0,290,270,,0,0,
5697,165,10570,0,0,,0,1,0,0x0,290,270,,0,0,
5702,165,10650,0,0,,0,1,0,0x0,295,275,,0,0,
5701,165,10647,0,0,,0,1,0,0x0,290,270,,0,0,
5700,165,10632,0,0,,0,1,0,0x0,290,270,,0,0,
5695,165,10566,0,0,,0,1,0,0x0,285,265,,0,0,
5694,165,10564,0,0,,0,1,0,0x0,280,260,,0,0,
5693,165,10562,0,0,,0,1,0,0x0,280,260,,0,0,
5692,165,10560,0,0,,0,1,0,0x0,280,260,,0,0,
5691,165,10558,0,0,,0,1,0,0x0,275,255,,0,0,
5690,165,10556,0,0,,0,1,0,0x0,275,255,,0,0,
5689,165,10554,0,0,,0,1,0,0x0,275,255,,0,0,
5677,165,10529,0,0,,0,1,0,0x0,260,240,,0,0,
5676,165,10525,0,0,,0,1,0,0x0,260,240,,0,0,
5673,165,10516,0,0,,0,1,0,0x0,250,230,,0,0,
5672,165,10511,0,0,,0,1,0,0x0,250,230,,0,0,
5671,165,10509,0,0,,0,1,0,0x0,245,225,,0,0,
5704,165,10660,0,0,,0,1,0,0x0,0,0,,0,0,
5703,165,10656,0,0,,0,1,0,0x0,0,0,,0,0,
5699,165,10574,0,0,,0,1,0,0x0,290,270,,0,0,
5666,165,10482,0,0,,0,1,0,0x0,200,200,,0,0,
5050,165,9196,0,0,,0,1,0,0x0,215,195,,0,0,
5049,165,9195,0,0,,0,1,0,0x0,205,185,,0,0,
4589,165,8322,0,0,,0,1,0,0x0,145,115,,0,0,
5051,165,9197,0,0,,0,1,0,0x0,215,195,,0,0,
4165,165,7156,0,0,,0,1,0,0x0,230,210,,0,0,
4164,165,7153,0,0,,0,1,0,0x0,225,205,,0,0,
4163,165,7151,0,0,,0,1,0,0x0,215,195,,0,0,
4010,165,6661,0,0,,0,1,0,0x0,230,210,,0,0,
3343,165,5244,0,0,,0,1,0,0x0,100,70,,0,0,
5057,165,9208,0,0,,0,1,0,0x0,240,220,,0,0,
5056,165,9207,0,0,,0,1,0,0x0,240,220,,0,0,
5055,165,9206,0,0,,0,1,0,0x0,235,215,,0,0,
5054,165,9202,0,0,,0,1,0,0x0,230,210,,0,0,
5053,165,9201,0,0,,0,1,0,0x0,225,205,,0,0,
5052,165,9198,0,0,,0,1,0,0x0,220,200,,0,0,
4994,165,9070,0,0,,0,1,0,0x0,150,125,,0,0,
4993,165,9068,0,0,,0,1,0,0x0,155,125,,0,0,
4992,165,9065,0,0,,0,1,0,0x0,130,100,,0,0,
4991,165,9064,0,0,,0,1,0,0x0,95,65,,0,0,
4990,165,9062,0,0,,0,1,0,0x0,90,60,,0,0,
4989,165,9060,0,0,,0,1,0,0x0,90,60,,0,0,
4988,165,9059,0,0,,0,1,0,0x1,70,40,,0,0,
4987,165,9058,0,0,,0,1,0,0x1,70,40,,0,0,
2161,165,3811,0,0,,0,1,10662,0x0,0,0,,0,0,
2162,165,3753,0,0,,0,1,0,0x0,85,55,,0,0,
2167,165,3759,0,0,,0,1,0,0x0,135,105,,0,0,
2164,165,3756,0,0,,0,1,0,0x0,115,85,,0,0,
1795,165,3104,0,0,,0,1,3811,0x0,0,0,,0,0,
1355,165,2153,0,0,,0,30,0,0x0,75,45,,0,0,
1359,165,2158,0,0,,0,45,0,0x0,150,120,,0,0,
1362,165,2160,0,0,,0,50,0,0x0,100,70,,0,0,
1363,165,2161,0,0,,0,65,0,0x0,115,85,,0,0,
1364,165,2162,0,0,,0,65,0,0x0,120,90,,0,0,
1365,165,2163,0,0,,0,70,0,0x0,120,90,,0,0,
1366,165,2164,0,0,,0,70,0,0x0,135,105,,0,0,
1367,165,2165,0,0,,0,75,0,0x0,130,115,,0,0,
1369,165,2167,0,0,,0,100,0,0x0,150,125,,0,0,
1371,165,2169,0,0,,0,100,0,0x0,150,125,,0,0,
1370,165,2168,0,0,,0,110,0,0x0,160,135,,0,0,
1368,165,2166,0,0,,0,125,0,0x0,170,145,,0,0,
1793,171,3101,0,0,,0,1,3464,0x0,0,0,,0,0,
1378,171,2329,0,0,,0,1,0,0x1,95,55,,0,0,
1377,171,2330,0,0,,0,1,0,0x1,95,55,,0,0,
1374,171,2259,0,0,,0,1,3101,0x0,0,0,,0,0,
1938,171,3464,0,0,,0,1,11611,0x0,0,0,,0,0,
1937,171,3454,0,0,,0,1,0,0x0,260,220,,0,0,
1936,171,3453,0,0,,0,1,0,0x0,255,215,,0,0,
1935,171,3452,0,0,,0,1,0,0x0,220,180,,0,0,
1934,171,3451,0,0,,0,1,0,0x0,240,200,,0,0,
1933,171,3450,0,0,,0,1,0,0x0,235,195,,0,0,
1932,171,3449,0,0,,0,1,0,0x0,230,190,,0,0,
1931,171,3448,0,0,,0,1,0,0x0,225,185,,0,0,
1930,171,3447,0,0,,0,1,0,0x0,175,135,,0,0,
9944,171,17561,0,0,,0,1,0,0x0,290,275,,0,0,
9943,171,17559,0,0,,0,1,0,0x0,290,275,,0,0,
9936,171,17551,0,0,,0,1,0,0x0,260,250,,0,0,
9942,171,17557,0,0,,0,1,0,0x0,330,290,,0,0,
9941,171,17556,0,0,,0,1,0,0x0,330,290,,0,0,
9940,171,17555,0,0,,0,1,0,0x0,325,285,,0,0,
9939,171,17554,0,0,,0,1,0,0x0,320,280,,0,0,
9938,171,17553,0,0,,0,1,0,0x0,315,275,,0,0,
9937,171,17552,0,0,,0,1,0,0x0,310,270,,0,0,
9840,171,17187,0,0,,0,1,0,0x0,290,275,,0,0,
9981,171,17638,0,0,,0,1,0,0x0,330,315,,0,0,
9980,171,17637,0,0,,0,1,0,0x0,330,315,,0,0,
9979,171,17636,0,0,,0,1,0,0x0,330,315,,0,0,
9978,171,17635,0,0,,0,1,0,0x0,330,315,,0,0,
9977,171,17634,0,0,,0,1,0,0x0,330,315,,0,0,
9976,171,17632,0,0,,0,1,0,0x0,330,315,,0,0,
9961,171,17580,0,0,,0,1,0,0x0,350,310,,0,0,
9960,171,17579,0,0,,0,1,0,0x0,345,305,,0,0,
9959,171,17578,0,0,,0,1,0,0x0,345,305,,0,0,
9958,171,17577,0,0,,0,1,0,0x0,345,305,,0,0,
9957,171,17576,0,0,,0,1,0,0x0,345,305,,0,0,
9956,171,17575,0,0,,0,1,0,0x0,345,305,,0,0,
9955,171,17574,0,0,,0,1,0,0x0,345,305,,0,0,
9954,171,17573,0,0,,0,1,0,0x0,340,300,,0,0,
9953,171,17572,0,0,,0,1,0,0x0,340,300,,0,0,
9952,171,17571,0,0,,0,1,0,0x0,335,295,,0,0,
9951,171,17570,0,0,,0,1,0,0x0,335,295,,0,0,
9950,171,17565,0,0,,0,1,0,0x0,290,275,,0,0,
9949,171,17564,0,0,,0,1,0,0x0,290,275,,0,0,
9948,171,17562,0,0,,0,1,0,0x0,290,275,,0,0,
9947,171,17563,0,0,,0,1,0,0x0,290,275,,0,0,
9946,171,17560,0,0,,0,1,0,0x0,290,275,,0,0,
9945,171,17566,0,0,,0,1,0,0x0,290,275,,0,0,
6848,171,12609,0,0,,0,1,0,0x0,260,220,,0,0,
8596,171,15833,0,0,,0,1,0,0x0,285,245,,0,0,
6021,171,11480,0,0,,0,1,0,0x0,280,240,,0,0,
6020,171,11479,0,0,,0,1,0,0x0,280,240,,0,0,
6019,171,11478,0,0,,0,1,0,0x0,305,265,,0,0,
6018,171,11477,0,0,,0,1,0,0x0,305,265,,0,0,
6017,171,11476,0,0,,0,1,0,0x0,305,265,,0,0,
6016,171,11473,0,0,,0,1,0,0x0,300,260,,0,0,
6015,171,11472,0,0,,0,1,0,0x0,300,260,,0,0,
6014,171,11468,0,0,,0,1,0,0x0,295,255,,0,0,
6013,171,11467,0,0,,0,1,0,0x0,295,255,,0,0,
6012,171,11466,0,0,,0,1,0,0x0,295,255,,0,0,
6011,171,11465,0,0,,0,1,0,0x0,290,250,,0,0,
6010,171,11464,0,0,,0,1,0,0x0,290,250,,0,0,
6009,171,11461,0,0,,0,1,0,0x0,290,250,,0,0,
6008,171,11460,0,0,,0,1,0,0x0,285,245,,0,0,
6007,171,11459,0,0,,0,1,0,0x0,280,240,,0,0,
6006,171,11458,0,0,,0,1,0,0x0,280,240,,0,0,
6005,171,11457,0,0,,0,1,0,0x0,270,230,,0,0,
6004,171,11456,0,0,,0,1,0,0x0,265,225,,0,0,
6002,171,11453,0,0,,0,1,0,0x0,265,225,,0,0,
6001,171,11452,0,0,,0,1,0,0x0,265,225,,0,0,
6000,171,11448,0,0,,0,1,0,0x0,260,220,,0,0,
5999,171,11451,0,0,,0,1,0,0x0,260,220,,0,0,
5998,171,11450,0,0,,0,1,0,0x0,255,215,,0,0,
5997,171,11449,0,0,,0,1,0,0x0,245,205,,0,0,
5996,171,11447,0,0,,0,1,0,0x0,230,190,,0,0,
6056,171,11611,0,0,,0,1,0,0x0,0,0,,0,0,
4570,171,8240,0,0,,0,1,0,0x0,160,120,,0,0,
4213,171,7256,0,0,,0,1,0,0x0,200,160,,0,0,
4212,171,7259,0,0,,0,1,0,0x0,250,210,,0,0,
4211,171,7255,0,0,,0,1,0,0x0,170,130,,0,0,
4210,171,7258,0,0,,0,1,0,0x0,245,205,,0,0,
4209,171,7257,0,0,,0,1,0,0x0,250,210,,0,0,
4178,171,7183,0,0,,0,1,0,0x1,95,55,,0,0,
4177,171,7181,0,0,,0,1,0,0x0,215,175,,0,0,
4176,171,7179,0,0,,0,1,0,0x0,160,120,,0,0,
4007,171,6617,0,0,,0,1,0,0x0,130,90,,0,0,
4006,171,6618,0,0,,0,1,0,0x0,235,195,,0,0,
4005,171,6619,0,0,,0,1,0,0x0,190,150,,0,0,
4004,171,6624,0,0,,0,1,0,0x0,215,175,,0,0,
2909,171,4942,0,0,,0,1,0,0x0,270,230,,0,0,
2907,171,4508,0,0,,0,1,0,0x0,120,80,,0,0,
1833,171,3230,0,0,,0,1,0,0x0,120,80,,0,0,
1832,171,3170,0,0,,0,1,0,0x0,100,60,,0,0,
1822,171,3188,0,0,,0,1,0,0x0,215,175,,0,0,
1821,171,2333,0,0,,0,1,0,0x0,205,165,,0,0,
1820,171,3177,0,0,,0,1,0,0x0,195,155,,0,0,
1819,171,3176,0,0,,0,1,0,0x0,190,150,,0,0,
1815,171,3172,0,0,,0,1,0,0x0,175,135,,0,0,
1816,171,3173,0,0,,0,1,0,0x0,185,145,,0,0,
4396,171,7845,0,0,,0,1,0,0x0,205,165,,0,0,
4395,171,7841,0,0,,0,1,0,0x0,170,130,,0,0,
4394,171,7837,0,0,,0,1,0,0x0,170,150,,0,0,
4393,171,7836,0,0,,0,1,0,0x0,100,80,,0,0,
1814,171,3171,0,0,,0,1,0,0x0,160,120,,0,0,
1817,171,3174,0,0,,0,1,0,0x0,185,145,,0,0,
1379,171,2331,0,0,,0,30,0,0x0,105,65,,0,0,
1380,171,2332,0,0,,0,40,0,0x0,110,70,,0,0,
1382,171,2334,0,0,,0,50,0,0x0,120,80,,0,0,
1383,171,2335,0,0,,0,60,0,0x0,130,90,,0,0,
1384,171,2336,0,0,,0,70,0,0x0,140,100,,0,0,
1385,171,2337,0,0,,0,80,0,0x0,125,85,,0,0,
3213,172,197,0,71,,0,1,0,0x2,0,0,,0,0,
1387,173,1180,0,1501,,0,1,0,0x2,0,0,,0,0,
1655,176,2764,0,13,,0,1,0,0x1,0,0,,0,0,
1550,176,2567,0,13,,0,1,0,0x2,0,0,,0,0,
1843,182,2369,0,0,,0,1,0,0x0,0,0,,0,0,
2041,182,3570,0,0,,0,1,11993,0x0,0,0,,0,0,
1418,182,2366,0,0,,0,1,0,0x0,0,0,,0,0,
1419,182,2368,0,0,,0,1,3570,0x0,0,0,,0,0,
1442,182,2383,0,0,,0,1,8387,0x1,0,0,,0,0,
1844,182,2371,0,0,,0,1,0,0x0,0,0,,0,0,
6216,182,11993,0,0,,0,1,0,0x0,0,0,,0,0,
4648,182,8387,0,0,,0,1,0,0x0,0,0,,0,0,
1869,183,3365,0,0,,0,1,0,0x2,0,0,,0,0,
1441,183,2382,0,0,,0,1,0,0x2,0,0,,0,0,
4746,183,8597,0,0,,0,1,0,0x2,0,0,,0,0,
3870,183,6246,0,0,,0,1,0,0x2,0,0,,0,0,
3953,183,6477,0,0,,0,1,0,0x2,0,0,,0,0,
3999,183,6603,0,0,,0,1,0,0x2,0,0,,0,0,
4215,183,7267,0,0,,0,1,0,0x2,0,0,,0,0,
4695,183,8386,0,0,,0,1,0,0x2,0,0,,0,0,
4266,183,7355,0,0,,0,1,0,0x2,0,0,,0,0,
4214,183,7266,0,0,,0,1,0,0x2,0,0,,0,0,
3954,183,6478,0,0,,0,1,0,0x2,0,0,,0,0,
3871,183,6247,0,0,,0,1,0,0x2,0,0,,0,0,
3869,183,6233,0,0,,0,1,0,0x2,0,0,,0,0,
5008,183,9125,0,0,,0,1,0,0x2,0,0,,0,0,
1870,183,3050,0,0,,0,1,0,0x2,0,0,,0,0,
1888,184,2495,0,2,,0,1,0,0x0,0,0,,0,0,
6483,184,5281,0,2,,0,1,0,0x0,0,0,,0,0,
6482,184,1136,0,2,,0,1,0,0x0,0,0,,0,0,
6481,184,5580,0,2,,0,1,0,0x0,0,0,,0,0,
6480,184,5575,0,2,,0,1,0,0x0,0,0,,0,0,
5545,184,10337,0,2,,0,1,0,0x0,0,0,,0,0,
5544,184,10336,0,2,,0,1,0,0x0,0,0,,0,0,
5543,184,10333,0,2,,0,1,0,0x0,0,0,,0,0,
5542,184,10332,0,2,,0,1,0,0x0,0,0,,0,0,
4220,184,2537,0,2,,0,1,0,0x0,0,0,,0,0,
6492,184,645,0,2,,0,1,6739,0x0,0,0,,0,0,
6491,184,636,0,2,,0,1,645,0x0,0,0,,0,0,
6490,184,10281,0,2,,0,1,0,0x0,0,0,,0,0,
6489,184,10280,0,2,,0,1,0,0x0,0,0,,0,0,
6488,184,5602,0,2,,0,1,0,0x0,0,0,,0,0,
6487,184,5601,0,2,,0,1,0,0x0,0,0,,0,0,
6486,184,1052,0,2,,0,1,0,0x0,0,0,,0,0,
6485,184,5578,0,2,,0,1,0,0x0,0,0,,0,0,
6484,184,5576,0,2,,0,1,0,0x0,0,0,,0,0,
6479,184,1034,0,2,,0,1,0,0x0,0,0,,0,0,
6478,184,648,0,2,,0,1,0,0x0,0,0,,0,0,
6477,184,1036,0,2,,0,1,0,0x0,0,0,,0,0,
6476,184,10308,0,2,,0,1,0,0x0,0,0,,0,0,
6475,184,5589,0,2,,0,1,0,0x0,0,0,,0,0,
6474,184,5588,0,2,,0,1,0,0x0,0,0,,0,0,
6473,184,853,0,2,,0,1,0,0x0,0,0,,0,0,
6500,184,10301,0,2,,0,1,0,0x0,0,0,,0,0,
6499,184,10300,0,2,,0,1,10301,0x0,0,0,,0,0,
6498,184,10299,0,2,,0,1,10300,0x0,0,0,,0,0,
6497,184,10298,0,2,,0,1,10299,0x0,0,0,,0,0,
6496,184,7294,0,2,,0,1,10298,0x0,0,0,,0,0,
6495,184,10270,0,2,,0,1,0,0x0,0,0,,0,0,
6494,184,10269,0,2,,0,1,10270,0x0,0,0,,0,0,
6493,184,6739,0,2,,0,1,10269,0x0,0,0,,0,0,
3529,184,5569,0,2,,0,1,0,0x0,0,0,,0,0,
4890,184,8824,0,2,,0,1,0,0x0,0,0,,0,0,
4889,184,8823,0,2,,0,1,0,0x0,0,0,,0,0,
1505,184,680,0,2,,0,1,0,0x0,0,0,,0,0,
1502,184,679,0,2,,0,1,0,0x2,0,0,,0,0,
1504,184,1866,0,2,,0,1,0,0x0,0,0,,0,0,
1503,184,678,0,2,,0,1,0,0x0,0,0,,0,0,
1794,185,3102,0,0,,0,1,3413,0x0,0,0,,0,0,
5149,185,9513,0,0,,0,1,0,0x0,140,100,,0,0,
4787,185,8607,0,0,,0,1,0,0x0,120,80,,0,0,
4786,185,8604,0,0,,0,1,0,0x1,85,45,,0,0,
4569,185,8238,0,0,,0,1,0,0x0,165,125,,0,0,
4204,185,7213,0,0,,0,1,0,0x0,255,215,,0,0,
3963,185,6500,0,0,,0,1,0,0x0,205,165,,0,0,
3962,185,6501,0,0,,0,1,0,0x0,170,130,,0,0,
3933,185,6419,0,0,,0,1,0,0x0,190,150,,0,0,
3932,185,6418,0,0,,0,1,0,0x0,180,140,,0,0,
3931,185,6417,0,0,,0,1,0,0x0,170,130,,0,0,
3930,185,6416,0,0,,0,1,0,0x0,130,90,,0,0,
3929,185,6415,0,0,,0,1,0,0x0,130,90,,0,0,
3928,185,6414,0,0,,0,1,0,0x0,115,75,,0,0,
3927,185,6413,0,0,,0,1,0,0x0,100,60,,0,0,
10253,185,18260,0,0,,0,1,0,0x0,0,0,,0,0,
10252,185,18247,0,0,,0,1,0,0x0,355,315,,0,0,
10250,185,18245,0,0,,0,1,0,0x0,355,315,,0,0,
10249,185,18244,0,0,,0,1,0,0x0,330,290,,0,0,
10248,185,18243,0,0,,0,1,0,0x0,330,290,,0,0,
10247,185,18242,0,0,,0,1,0,0x0,320,280,,0,0,
10246,185,18240,0,0,,0,1,0,0x0,320,280,,0,0,
10245,185,18241,0,0,,0,1,0,0x0,305,265,,0,0,
10244,185,18238,0,0,,0,1,0,0x0,305,265,,0,0,
10243,185,18239,0,0,,0,1,0,0x0,305,265,,0,0,
3964,185,6499,0,0,,0,1,0,0x0,130,90,,0,0,
7181,185,13028,0,0,,0,1,0,0x0,255,215,,0,0,
8626,185,15933,0,0,,0,1,0,0x0,305,265,,0,0,
8621,185,15863,0,0,,0,1,0,0x0,255,215,,0,0,
10251,185,18246,0,0,,0,1,0,0x0,355,315,,0,0,
3926,185,6412,0,0,,0,1,0,0x0,90,50,,0,0,
8625,185,15915,0,0,,0,1,0,0x0,305,265,,0,0,
8624,185,15910,0,0,,0,1,0,0x0,280,240,,0,0,
8623,185,15906,0,0,,0,1,0,0x0,280,240,,0,0,
8622,185,15865,0,0,,0,1,0,0x0,255,215,,0,0,
8620,185,15861,0,0,,0,1,0,0x0,255,215,,0,0,
8676,185,818,0,0,,0,1,0,0x1,0,0,,0,0,
4392,185,7828,0,0,,0,1,0,0x0,230,190,,0,0,
4391,185,7827,0,0,,0,1,0,0x0,130,90,,0,0,
4359,185,7755,0,0,,0,1,0,0x0,180,140,,0,0,
4356,185,7754,0,0,,0,1,0,0x0,130,90,,0,0,
4355,185,7753,0,0,,0,1,0,0x0,130,90,,0,0,
4354,185,7752,0,0,,0,1,0,0x0,85,45,,0,0,
4353,185,7751,0,0,,0,1,0,0x0,85,45,,0,0,
8619,185,15856,0,0,,0,1,0,0x0,255,215,,0,0,
8618,185,15855,0,0,,0,1,0,0x0,255,215,,0,0,
8617,185,15853,0,0,,0,1,0,0x0,205,165,,0,0,
8616,185,15935,0,0,,0,1,0,0x0,85,45,,0,0,
2499,185,4094,0,0,,0,1,0,0x0,255,215,,0,0,
1906,185,3413,0,0,,0,1,18260,0x0,0,0,,0,0,
1904,185,3400,0,0,,0,1,0,0x0,255,215,,0,0,
1903,185,3399,0,0,,0,1,0,0x0,230,190,,0,0,
1902,185,3398,0,0,,0,1,0,0x0,215,175,,0,0,
1901,185,3397,0,0,,0,1,0,0x0,190,150,,0,0,
1537,185,2540,0,0,,0,1,0,0x1,85,45,,0,0,
