long,long,long,long,float,float,float,flags,long,
3170,33,88,0,-1012.831604,-3221.49926758,54.2084999084,0x0,0,
3171,33,89,0,-1021.79980469,-3301.37988281,60.831237793,0x0,0,
3172,33,90,0,-931.372375488,-3374.51489258,73.4856338501,0x0,0,
3173,33,91,0,-916.754150391,-3452.5168457,82.5983886719,0x0,0,
3174,33,92,0,-914.204101563,-3488.20507813,73.03515625,0x0,0,
1580,34,0,0,-12409.6269531,145.483612061,7.39587402344,0x0,0,
1581,34,1,0,-12417.0126953,250.171661377,19.2579860687,0x0,0,
1582,34,2,0,-12789.2490234,528.120910645,24.3181591034,0x0,0,
1583,34,3,0,-13145.734375,790.920349121,12.0788030624,0x0,0,
1584,34,4,0,-13579.046875,827.666137695,12.3639831543,0x0,0,
1585,34,5,0,-14112.3242188,704.121337891,43.5255584717,0x0,0,
1586,34,6,0,-14331.7666016,619.96295166,45.8024635315,0x0,0,
5016,34,7,0,-14445.7646484,513.73449707,27.8301372528,0x0,0,
1588,35,0,0,-14445.1933594,508.768768311,26.5428638458,0x0,0,
1589,35,1,0,-14437.0869141,510.892150879,28.0956287384,0x0,0,
1590,35,2,0,-14350.1894531,554.919921875,35.2804946899,0x0,0,
1591,35,3,0,-14233.4970703,597.843566895,32.092048645,0x0,0,
1592,35,4,0,-14156.9179688,580.08770752,29.903635025,0x0,0,
1593,35,5,0,-14069.3554688,478.641174316,8.78757095337,0x0,0,
1594,35,6,0,-14037.0224609,437.594512939,28.4357509613,0x0,0,
1595,35,7,0,-14027.0107422,395.792114258,35.9445571899,0x0,0,
1596,35,8,0,-14035.96875,300.609283447,37.4264831543,0x0,0,
1597,35,9,0,-14000.1611328,280.481781006,26.6396980286,0x0,0,
1598,35,10,0,-13929.65625,284.018676758,26.6198291779,0x0,0,
1599,35,11,0,-13891.7333984,253.937820435,26.14894104,0x0,0,
1600,35,12,0,-13829.3769531,243.715164185,30.6330738068,0x0,0,
1601,35,13,0,-13752.2919922,175.99772644,31.5310611725,0x0,0,
1602,35,14,0,-13639.0732422,351.423828125,57.9800224304,0x0,0,
1603,35,15,0,-13535.8583984,781.210083008,17.8482265472,0x0,0,
1604,35,16,0,-13266.4228516,805.293212891,17.4302444458,0x0,0,
1605,35,17,0,-12822.4013672,602.90234375,23.7716503143,0x0,0,
1606,35,18,0,-12546.6015625,450.626586914,24.5232582092,0x0,0,
1607,35,19,0,-12400.3466797,266.614685059,20.77277565,0x0,0,
5017,35,20,0,-12380.7861328,182.75038147,15.745018959,0x0,0,
5018,35,21,0,-12406.6787109,147.750976563,3.35607290268,0x0,0,
1610,36,0,0,-14445.9951172,507.988616943,27.0627117157,0x0,0,
1611,36,1,0,-14437.4023438,510.263336182,28.3075561523,0x0,0,
1612,36,2,0,-14401.2382813,552.728942871,36.0062179565,0x0,0,
1613,36,3,0,-14255.2587891,612.884033203,63.0521430969,0x0,0,
1614,36,4,0,-14125.7314453,567.646789551,95.7676696777,0x0,0,
1615,36,5,0,-14058.3896484,263.177947998,114.450958252,0x0,0,
1616,36,6,0,-13362.0986328,146.505203247,121.136047363,0x0,0,
1617,36,7,0,-13240.5820313,-137.944015503,121.613166809,0x0,0,
1618,36,8,0,-12125.2333984,-427.721343994,88.1798858643,0x0,0,
1619,36,9,0,-11811.9443359,-385.322052002,23.1576576233,0x0,0,
1620,36,10,0,-11658.4130859,-261.033630371,20.6806201935,0x0,0,
1621,36,11,0,-11588.4384766,-152.916885376,24.0300693512,0x0,0,
1622,36,12,0,-11530.5214844,93.1520767212,25.4401721954,0x0,0,
1623,36,13,0,-11404.7285156,276.878814697,24.8761253357,0x0,0,
1624,36,14,0,-11165.3232422,313.239379883,103.49886322,0x0,0,
1625,36,15,0,-10647.3564453,210.036209106,122.127243042,0x0,0,
1626,36,16,0,-10387.4765625,47.155544281,131.523254395,0x0,0,
1627,36,17,0,-10057.0214844,-309.396911621,133.625167847,0x0,0,
1628,36,18,0,-9949.63867188,-1762.77368164,120.402687073,0x0,0,
1629,36,19,0,-9707.77441406,-1942.22119141,130.817337036,0x0,0,
1630,36,20,0,-9590.18457031,-2110.1081543,133.470870972,0x0,0,
1631,36,21,0,-9552.625,-2389.63476563,132.118301392,0x0,0,
1632,36,22,0,-9221.87792969,-2553.0012207,160.505432129,0x0,0,
1633,36,23,0,-8869.3203125,-2591.20800781,197.455062866,0x0,0,
1634,36,24,0,-8633.13671875,-2573.02124023,164.532577515,0x0,0,
1635,36,25,0,-8219.93554688,-2501.61499023,181.867599487,0x0,0,
1636,36,26,0,-8028.09912109,-2342.5612793,185.991104126,0x0,0,
1637,36,27,0,-7788.35595703,-2033.93103027,191.675735474,0x0,0,
1638,36,28,0,-7689.9921875,-1667.60742188,210.368011475,0x0,0,
1639,36,29,0,-7594.84375,-1614.00976563,245.073898315,0x0,0,
1640,36,30,0,-7489.625,-1599.90222168,297.780212402,0x0,0,
1641,36,31,0,-7393.00537109,-1617.4309082,352.743530273,0x0,0,
1642,36,32,0,-6911.49755859,-1769.47619629,273.310424805,0x0,0,
1643,36,33,0,-6940.50683594,-1982.25866699,314.477111816,0x0,0,
1644,36,34,0,-6946.90429688,-2057.27685547,314.54586792,0x0,0,
1645,36,35,0,-6895.90039063,-2212.80908203,297.377563477,0x0,0,
1646,36,36,0,-6632.80322266,-2185.90551758,248.143936157,0x0,0,
1667,37,0,0,-6634.06054688,-2187.76123047,248.143661499,0x0,0,
1668,37,1,0,-6620.59082031,-2237.93457031,260.143676758,0x0,0,
1669,37,2,0,-6638.84082031,-2411.50390625,290.122894287,0x0,0,
1670,37,3,0,-6680.35205078,-2463.38623047,296.929656982,0x0,0,
1671,37,4,0,-6764.97558594,-2457.42578125,295.188018799,0x0,0,
1672,37,5,0,-6862.82177734,-2404.21606445,294.361022949,0x0,0,
1673,37,6,0,-6911.92773438,-2275.70703125,312.743164063,0x0,0,
1674,37,7,0,-6926.28369141,-2055.05004883,342.413513184,0x0,0,
1675,37,8,0,-6948.31835938,-1704.63842773,289.094573975,0x0,0,
1676,37,9,0,-6995.53222656,-1564.40405273,281.733276367,0x0,0,
1677,37,10,0,-7134.01660156,-1512.07336426,284.317657471,0x0,0,
1678,37,11,0,-7231.53808594,-1537.51989746,304.933258057,0x0,0,
1679,37,12,0,-7373.97119141,-1605.54516602,334.969573975,0x0,0,
1680,37,13,0,-7470.59814453,-1665.51782227,313.109436035,0x0,0,
1681,37,14,0,-7587.06005859,-1766.93457031,263.761077881,0x0,0,
1682,37,15,0,-7800.62695313,-2018.02954102,187.412490845,0x0,0,
1683,37,16,0,-7950.78466797,-2075.02514648,180.670547485,0x0,0,
1684,37,17,0,-8102.90039063,-2086.01953125,180.91696167,0x0,0,
1685,37,18,0,-8204.26660156,-2160.54052734,180.034362793,0x0,0,
1686,37,19,0,-8248.39550781,-2428.49682617,197.641174316,0x0,0,
1687,37,20,0,-8320.44238281,-2531.36889648,201.148681641,0x0,0,
1688,37,21,0,-8565.30078125,-2563.04614258,201.148498535,0x0,0,
1689,37,22,0,-8803.09082031,-2581.18115234,202.49609375,0x0,0,
1690,37,23,0,-8947.57128906,-2567.27050781,194.913269043,0x0,0,
1691,37,24,0,-9222.16503906,-2542.81689453,140.87286377,0x0,0,
1692,37,25,0,-9555.85253906,-2392.56982422,147.160598755,0x0,0,
1693,37,26,0,-9545.03125,-2019.99475098,146.566162109,0x0,0,
1694,37,27,0,-9848.39257813,-1795.11682129,134.931228638,0x0,0,
1695,37,28,0,-10063.0957031,-1514.02124023,140.333724976,0x0,0,
1696,37,29,0,-10127.3349609,-1156.01538086,139.574050903,0x0,0,
1697,37,30,0,-10250.7412109,-977.505432129,137.312774658,0x0,0,
1698,37,31,0,-10549.7880859,-871.713134766,139.908889771,0x0,0,
1699,37,32,0,-10783.3701172,-779.951843262,139.460067749,0x0,0,
1700,37,33,0,-10908.0078125,-594.622192383,139.312973022,0x0,0,
1701,37,34,0,-10897.3369141,-365.116638184,139.120513916,0x0,0,
1702,37,35,0,-10833.6074219,-155.363723755,136.547439575,0x0,0,
1703,37,36,0,-10743.3242188,99.9382629395,132.714553833,0x0,0,
1704,37,37,0,-10741.6933594,316.405059814,127.797691345,0x0,0,
1705,37,38,0,-10866.6503906,458.216156006,120.756332397,0x0,0,
1706,37,39,0,-11096.0615234,421.413726807,110.449157715,0x0,0,
1707,37,40,0,-11223.1376953,307.470428467,43.1921577454,0x0,0,
1708,37,41,0,-11366.2871094,296.874084473,29.4902515411,0x0,0,
1709,37,42,0,-11464.6269531,221.791824341,25.5516452789,0x0,0,
1710,37,43,0,-11579.0146484,-144.317062378,24.7674026489,0x0,0,
1711,37,44,0,-11708.9707031,-317.751098633,21.2485198975,0x0,0,
1712,37,45,0,-11880.0712891,-427.313140869,25.4321689606,0x0,0,
1713,37,46,0,-12139.2001953,-432.576934814,87.9778900146,0x0,0,
1714,37,47,0,-12383.4208984,-417.622833252,83.0154037476,0x0,0,
1715,37,48,0,-12620.1933594,-192.115890503,96.0381774902,0x0,0,
1716,37,49,0,-12678.8818359,193.962127686,18.4057102203,0x0,0,
1717,37,50,0,-12803.2363281,497.251190186,17.5269432068,0x0,0,
1718,37,51,0,-13249.5537109,716.484680176,64.672744751,0x0,0,
1719,37,52,0,-13541.2148437,778.287780762,61.6192626953,0x0,0,
1720,37,53,0,-13911.4511719,707.524658203,48.0397377014,0x0,0,
1721,37,54,0,-14335.4853516,611.836181641,41.4032173157,0x0,0,
1722,37,55,0,-14446.5849609,513.119934082,27.4690208435,0x0,0,
1726,38,0,0,-6631.17138672,-2183.26293945,248.143661499,0x0,0,
1727,38,1,0,-6653.80664063,-2195.90795898,252.143661499,0x0,0,
1728,38,2,0,-6721.05859375,-2203.34985352,264.255126953,0x0,0,
1729,38,3,0,-6783.01464844,-2222.2980957,268.650146484,0x0,0,
1730,38,4,0,-6870.85400391,-2296.48168945,276.050354004,0x0,0,
1731,38,5,0,-6879.38330078,-2397.40698242,256.629638672,0x0,0,
1732,38,6,0,-6860.06884766,-2484.60864258,249.996231079,0x0,0,
1733,38,7,0,-6794.14306641,-2544.43310547,258.633850098,0x0,0,
1734,38,8,0,-6767.99853516,-2615.88476563,255.888137817,0x0,0,
1735,38,9,0,-6783.74072266,-2769.43139648,249.797439575,0x0,0,
1736,38,10,0,-6652.40087891,-2911.25756836,249.666671753,0x0,0,
1737,38,11,0,-6569.77636719,-2971.00561523,255.694290161,0x0,0,
1738,38,12,0,-6548.0390625,-3014.01708984,266.377929688,0x0,0,
1739,38,13,0,-6543.70117188,-3090.86938477,275.846923828,0x0,0,
1740,38,14,0,-6506.84472656,-3163.34301758,291.355255127,0x0,0,
1741,38,15,0,-6377.07275391,-3310.43383789,276.987487793,0x0,0,
1742,38,16,0,-6298.359375,-3347.53955078,275.359130859,0x0,0,
1748,38,17,0,-6187.88720703,-3375.02954102,248.49961853,0x0,0,
1749,38,18,0,-6122.33691406,-3347.52612305,260.493713379,0x0,0,
1750,38,19,0,-6006.90771484,-3297.76782227,272.671691895,0x0,0,
1751,38,20,0,-5910.46289063,-3289.32250977,292.130859375,0x0,0,
1752,38,21,0,-5857.61914063,-3346.91186523,306.031494141,0x0,0,
1753,38,22,0,-5849.33691406,-3440.16113281,324.700195313,0x0,0,
1754,38,23,0,-5899.03125,-3487.27685547,329.792388916,0x0,0,
1755,38,24,0,-5920.89160156,-3541.2746582,341.986846924,0x0,0,
1756,38,25,0,-5894.44287109,-3585.98095703,366.104431152,0x0,0,
1757,38,26,0,-5831.83544922,-3649.6862793,379.755706787,0x0,0,
1758,38,27,0,-5820.76416016,-3708.25952148,394.375366211,0x0,0,
1759,38,28,0,-5719.99951172,-3875.75341797,370.698974609,0x0,0,
1760,38,29,0,-5506.3359375,-3852.49145508,380.194030762,0x0,0,
1761,38,30,0,-5242.84423828,-3689.77392578,336.754058838,0x0,0,
1762,38,31,0,-5097.69042969,-3627.98999023,319.144836426,0x0,0,
1763,38,32,0,-4923.17382813,-3547.25024414,301.128875732,0x0,0,
2825,38,33,0,-4824.41015625,-3464.7578125,316.158813477,0x0,0,
2826,38,34,0,-4730.92578125,-3406.6809082,358.540527344,0x0,0,
2827,38,35,0,-4533.75585938,-3330.50854492,233.373153687,0x0,0,
2828,38,36,0,-4414.51220703,-3257.7890625,193.307403564,0x0,0,
2829,38,37,0,-4250.04345703,-3185.58374023,133.154983521,0x0,0,
2830,38,38,0,-4138.17529297,-3138.67700195,40.7285041809,0x0,0,
2831,38,39,0,-4090.95629883,-3111.07641602,14.1790361404,0x0,0,
2832,38,40,0,-4011.70239258,-3048.0559082,14.2474756241,0x0,0,
2833,38,41,0,-3905.62548828,-2998.9440918,14.4781560898,0x0,0,
2834,38,42,0,-3769.43188477,-2971.17919922,14.0875234604,0x0,0,
2835,38,43,0,-3648.16894531,-2941.49560547,14.1078214645,0x0,0,
2836,38,44,0,-3509.28515625,-2846.59399414,14.1380052567,0x0,0,
2837,38,45,0,-3432.33447266,-2740.3605957,14.0874891281,0x0,0,
2838,38,46,0,-3367.27783203,-2730.06054688,32.4976425171,0x0,0,
2839,38,47,0,-3153.48852539,-2751.5,26.1152477264,0x0,0,
2840,38,48,0,-3077.60424805,-2646.41601563,25.2066421509,0x0,0,
2841,38,49,0,-2838.63134766,-2603.60107422,57.8399810791,0x0,0,
2842,38,50,0,-2761.1027832,-2518.50146484,72.7313919067,0x0,0,
2843,38,51,0,-2677.97167969,-2484.19042969,84.4876556396,0x0,0,
2844,38,52,0,-2534.421875,-2495.85913086,93.7230682373,0x0,0,
2845,38,53,0,-2469.53491211,-2503.57446289,86.1499710083,0x0,0,
2846,38,54,0,-2371.32495117,-2502.72607422,103.56362915,0x0,0,
2847,38,55,0,-2278.85351563,-2504.08862305,82.1052627563,0x0,0,
3330,38,56,0,-2137.46435547,-2475.33422852,82.0221557617,0x0,0,
3331,38,57,0,-1996.17932129,-2422.92407227,92.9232406616,0x0,0,
3332,38,58,0,-1802.9029541,-2314.703125,52.2130012512,0x0,0,
3333,38,59,0,-1739.08483887,-2217.43774414,55.7679214478,0x0,0,
3334,38,60,0,-1770.56335449,-2049.41210938,121.437713623,0x0,0,
3335,38,61,0,-1706.05444336,-1901.2109375,96.7624740601,0x0,0,
3336,38,62,0,-1665.51599121,-1867.24267578,91.0887374878,0x0,0,
3337,38,63,0,-1648.9720459,-1830.46765137,87.3183822632,0x0,0,
3338,38,64,0,-1648.58544922,-1761.32141113,92.5969390869,0x0,0,
3339,38,65,0,-1631.81445312,-1704.65844727,88.1914672852,0x0,0,
3340,38,66,0,-1586.20043945,-1666.38916016,92.2997055054,0x0,0,
3341,38,67,0,-1537.91271973,-1644.71350098,99.5983276367,0x0,0,
3343,38,68,0,-1397.36694336,-1470.06079102,92.8005447388,0x0,0,
3344,38,69,0,-1260.4420166,-1491.52844238,90.6454849243,0x0,0,
3345,38,70,0,-1159.39758301,-1437.62561035,101.528419495,0x0,0,
3346,38,71,0,-1081.81079102,-1432.14672852,114.167373657,0x0,0,
3347,38,72,0,-975.860595703,-1480.06018066,114.157447815,0x0,0,
3348,38,73,0,-894.608215332,-1440.74841309,88.551902771,0x0,0,
3349,38,74,0,-829.924621582,-1439.5892334,72.0501785278,0x0,0,
3350,38,75,0,-770.487976074,-1387.67834473,75.2919845581,0x0,0,
3351,38,76,0,-728.323364258,-1260.2454834,69.1955718994,0x0,0,
3352,38,77,0,-620.880859375,-1223.65222168,73.8283843994,0x0,0,
3353,38,78,0,-568.027770996,-1146.66162109,73.8937072754,0x0,0,
3354,38,79,0,-438.481567383,-1097.01806641,60.4968948364,0x0,0,
3355,38,80,0,-314.218322754,-1115.88879395,52.9554519653,0x0,0,
3356,38,81,0,-136.359481812,-1128.47277832,67.1534957886,0x0,0,
3357,38,82,0,53.1744804382,-1127.4588623,98.6750030518,0x0,0,
3358,38,83,0,289.962554932,-1296.9744873,101.971572876,0x0,0,
3359,38,84,0,432.068572998,-1273.06518555,135.167434692,0x0,0,
3360,38,85,0,536.289489746,-1303.41943359,152.491165161,0x0,0,
3361,38,86,0,727.613464355,-1449.78344727,146.496154785,0x0,0,
3363,38,87,0,904.97265625,-1476.00170898,135.591522217,0x0,0,
3364,38,88,0,1041.6126709,-1424.46191406,128.615478516,0x0,0,
3365,38,89,0,1136.32385254,-1360.1998291,117.288726807,0x0,0,
3366,38,90,0,1299.62194824,-1373.43811035,105.680633545,0x0,0,
3367,38,91,0,1432.29174805,-1273.83312988,102.7942276,0x0,0,
3368,38,92,0,1596.55358887,-1057.66967773,136.603027344,0x0,0,
3369,38,93,0,1707.57556152,-885.026245117,133.751358032,0x0,0,
3370,38,94,0,1712.25378418,-739.978088379,67.193901062,0x0,0,
3371,38,95,0,1728.04260254,-693.688354492,61.5406990051,0x0,0,
3372,38,96,0,1786.11437988,-660.878479004,50.9548225403,0x0,0,
3373,38,97,0,1849.86047363,-586.539733887,47.3716621399,0x0,0,
3374,38,98,0,1936.94970703,-471.492401123,55.3515625,0x0,0,
3375,38,99,0,1963.60461426,-370.370025635,40.9522285461,0x0,0,
3376,38,100,0,1913.23461914,-221.358505249,45.6153297424,0x0,0,
3377,38,101,0,1931.84509277,91.8374557495,55.6888084412,0x0,0,
3378,38,102,0,1958.96350098,306.842559814,60.9570846558,0x0,0,
3379,38,103,0,2004.26843262,474.044921875,44.8457374573,0x0,0,
3380,38,104,0,1958.28039551,585.168395996,63.6256523132,0x0,0,
3381,38,105,0,1900.60717773,689.354370117,44.2225341797,0x0,0,
3382,38,106,0,1814.60876465,750.502868652,60.7294120789,0x0,0,
3383,38,107,0,1745.94396973,732.979797363,64.3410263062,0x0,0,
3384,38,108,0,1691.4552002,726.179504395,79.3583526611,0x0,0,
3387,38,109,0,1640.79797363,730.896362305,89.878578186,0x0,0,
3388,38,110,0,1600.90002441,718.434387207,77.878578186,0x0,0,
3389,38,111,0,1591.01098633,674.179260254,57.8785820007,0x0,0,
3390,38,112,0,1616.77416992,645.347045898,49.8785820007,0x0,0,
3391,38,113,0,1658.90087891,645.471435547,33.8785820007,0x0,0,
3392,38,114,0,1687.64379883,623.933837891,17.8785800934,0x0,0,
3393,38,115,0,1681.49926758,590.870483398,1.87857401371,0x0,0,
3394,38,116,0,1683.16796875,546.097961426,-2.13842606544,0x0,0,
3395,38,117,0,1710.80285645,513.140441895,-2.13842606544,0x0,0,
3396,38,118,0,1726.55993652,474.382995605,1.87858104706,0x0,0,
3397,38,119,0,1702.81384277,420.573730469,5.87858104706,0x0,0,
3398,38,120,0,1683.55053711,386.512908936,1.87858104706,0x0,0,
3399,38,121,0,1687.09558105,352.238189697,-38.1384162903,0x0,0,
3400,38,122,0,1715.25195313,331.827301025,-42.1384162903,0x0,0,
3401,38,123,0,1741.85791016,292.438049316,-42.1384315491,0x0,0,
3404,38,124,0,1751.10827637,264.223846436,-42.1384315491,0x0,0,
3405,38,125,0,1733.59143066,243.148712158,-38.1214256287,0x0,0,
3406,38,126,0,1663.25561523,239.238006592,-30.1384391785,0x0,0,
3407,38,127,0,1638.83496094,237.946380615,-26.1384544373,0x0,0,
3408,38,128,0,1606.31677246,217.273391724,-26.1214389801,0x0,0,
3409,38,129,0,1573.93164063,225.603805542,-34.1384162903,0x0,0,
3410,38,130,0,1568.47875977,268.519927979,-42.1384162903,0x0,0,
2315,39,0,0,1568.47900391,268.519897461,-42.121421814,0x0,0,
2316,39,1,0,1573.93200684,225.602096558,-34.121421814,0x0,0,
2317,39,2,0,1606.3170166,217.273406982,-26.1214408875,0x0,0,
2318,39,3,0,1624.83496094,237.94619751,-26.1214504242,0x0,0,
2319,39,4,0,1663.25598145,239.223999023,-30.1214408875,0x0,0,
2320,39,5,0,1733.59094238,243.148696899,-38.1214294434,0x0,0,
2321,39,6,0,1751.10803223,264.2237854,-42.1214294434,0x0,0,
2322,39,7,0,1741.85803223,292.437988281,-42.1214294434,0x0,0,
2323,39,8,0,1715.25195313,331.827301025,-42.121421814,0x0,0,
2324,39,9,0,1687.09594727,352.238189697,-38.121421814,0x0,0,
2325,39,10,0,1683.55102539,386.512908936,1.87858104706,0x0,0,
2326,39,11,0,1702.81396484,420.573699951,5.87858104706,0x0,0,
2327,39,12,0,1726.56005859,474.243011475,1.87858104706,0x0,0,
2328,39,13,0,1710.80297852,513.140380859,-2.1214261055,0x0,0,
2329,39,14,0,1683.16796875,546.098022461,-2.1214261055,0x0,0,
2330,39,15,0,1681.49902344,590.870483398,1.87857401371,0x0,0,
2331,39,16,0,1687.64294434,623.932373047,17.8785800934,0x0,0,
2332,39,17,0,1658.90100098,645.471374512,33.878578186,0x0,0,
2333,39,18,0,1616.77404785,645.346984863,49.878578186,0x0,0,
2334,39,19,0,1591.01098633,674.179321289,57.878578186,0x0,0,
2335,39,20,0,1600.90002441,718.434387207,77.878578186,0x0,0,
2336,39,21,0,1640.79797363,730.89642334,89.878578186,0x0,0,
2337,39,22,0,1691.45495605,726.179504395,90.511680603,0x0,0,
3205,39,23,0,1761.19726563,750.783447266,61.2611236572,0x0,0,
3206,39,24,0,1812.09631348,763.955505371,51.9520874023,0x0,0,
3207,39,25,0,1848.87939453,725.148864746,44.7730293274,0x0,0,
3208,39,26,0,1824.68103027,669.175354004,51.913860321,0x0,0,
3209,39,27,0,1718.21179199,640.37902832,50.2130470276,0x0,0,
3210,39,28,0,1631.97961426,631.803283691,73.1623306274,0x0,0,
3211,39,29,0,1558.18920898,619.775512695,58.1884651184,0x0,0,
3212,39,30,0,1461.25073242,606.498596191,58.3593025208,0x0,0,
3213,39,31,0,1378.04077148,658.130187988,41.6134605408,0x0,0,
3214,39,32,0,1326.65100098,767.023132324,40.4893341064,0x0,0,
3215,39,33,0,1279.81945801,848.355895996,40.6044692993,0x0,0,
3216,39,34,0,1228.44421387,918.723632813,43.9098320007,0x0,0,
3217,39,35,0,1177.29931641,1004.32537842,43.1374778748,0x0,0,
3218,39,36,0,1045.00561523,1054.66601563,42.4188499451,0x0,0,
3219,39,37,0,884.002624512,1059.19909668,57.3635406494,0x0,0,
3220,39,38,0,718.420227051,1005.67431641,56.5932388306,0x0,0,
3221,39,39,0,615.603393555,868.915039063,69.3189315796,0x0,0,
3222,39,40,0,540.464294434,776.804504395,80.2501831055,0x0,0,
3223,39,41,0,444.0859375,689.793762207,38.0139427185,0x0,0,
3224,39,42,0,375.397674561,646.333312988,45.39245224,0x0,0,
3225,39,43,0,249.680984497,632.224304199,51.1131439209,0x0,0,
3226,39,44,0,179.881942749,597.41973877,78.7607345581,0x0,0,
3227,39,45,0,118.967018127,553.596130371,96.4768600464,0x0,0,
3228,39,46,0,42.9915351868,494.756286621,62.6156692505,0x0,0,
3229,39,47,0,24.2389316559,371.091369629,56.2010803223,0x0,0,
3230,39,48,0,-96.6642837524,341.551544189,82.2608413696,0x0,0,
3231,39,49,0,-160.93208313,304.098968506,122.035423279,0x0,0,
3232,39,50,0,-202.993713379,175.82661438,80.8168563843,0x0,0,
3233,39,51,0,-255.253479004,143.965713501,83.7598495483,0x0,0,
3234,39,52,0,-310.968963623,190.796875,93.0784225464,0x0,0,
3235,39,53,0,-378.561431885,214.534942627,97.0208511353,0x0,0,
3236,39,54,0,-497.481567383,204.218322754,82.1444473267,0x0,0,
3237,39,55,0,-614.94921875,163.66796875,66.2096252441,0x0,0,
3238,39,56,0,-733.048156738,128.333328247,50.2492752075,0x0,0,
3239,39,57,0,-863.234375,113.288192749,45.1937828064,0x0,0,
3240,39,58,0,-978.70880127,116.557289124,60.8795967102,0x0,0,
3241,39,59,0,-1079.40649414,95.143447876,65.5768127441,0x0,0,
3243,39,60,0,-1120.51330566,48.9905586243,55.1245117187,0x0,0,
3244,39,61,0,-1119.07958984,-74.054473877,27.0889377594,0x0,0,
3245,39,62,0,-1117.15979004,-212.417755127,12.4358234406,0x0,0,
3246,39,63,0,-1093.00561523,-383.592224121,5.96556711197,0x0,0,
3247,39,64,0,-1065.69555664,-572.923828125,6.28909397125,0x0,0,
3248,39,65,0,-1145.28259277,-717.184448242,2.91244602203,0x0,0,
3249,39,66,0,-1293.37927246,-876.023681641,5.60714578629,0x0,0,
3250,39,67,0,-1399.91467285,-1002.67712402,3.93001794815,0x0,0,
3251,39,68,0,-1565.84692383,-1077.67932129,4.36054086685,0x0,0,
3252,39,69,0,-1690.5098877,-1136.17858887,9.22350692749,0x0,0,
3253,39,70,0,-1826.04821777,-1304.02539063,6.18153619766,0x0,0,
3254,39,71,0,-1974.72399902,-1431.11572266,6.09104394913,0x0,0,
3255,39,72,0,-2125.1496582,-1602.09509277,5.33685588837,0x0,0,
3256,39,73,0,-2250.62451172,-1850.61804199,43.7081222534,0x0,0,
3257,39,74,0,-2317.00390625,-1932.10241699,8.26520442963,0x0,0,
3258,39,75,0,-2343.72875977,-2045.84594727,8.19051933289,0x0,0,
3259,39,76,0,-2322.56445313,-2216.72143555,18.545331955,0x0,0,
3260,39,77,0,-2350.76708984,-2377.68701172,20.6455307007,0x0,0,
3261,39,78,0,-2343.03808594,-2431.46655273,31.3442420959,0x0,0,
3262,39,79,0,-2348.31103516,-2457.42407227,53.1722488403,0x0,0,
3263,39,80,0,-2387.01416016,-2462.0,79.1153335571,0x0,0,
3264,39,81,0,-2461.95849609,-2467.4765625,127.530822754,0x0,0,
3265,39,82,0,-2512.69848633,-2476.88842773,96.8056869507,0x0,0,
3266,39,83,0,-2592.02270508,-2489.76904297,88.1748733521,0x0,0,
3267,39,84,0,-2684.41137695,-2482.33544922,83.6207122803,0x0,0,
3268,39,85,0,-2802.84448242,-2505.67236328,66.493019104,0x0,0,
3269,39,86,0,-2879.34082031,-2585.49169922,46.1660499573,0x0,0,
3270,39,87,0,-2954.48876953,-2618.71801758,34.0030097961,0x0,0,
3271,39,88,0,-3040.63989258,-2596.57543945,17.1122570038,0x0,0,
3272,39,89,0,-3174.01391602,-2581.24780273,16.2320652008,0x0,0,
3273,39,90,0,-3262.67602539,-2590.73657227,17.9953689575,0x0,0,
3274,39,91,0,-3371.93530273,-2565.48168945,23.9482727051,0x0,0,
3275,39,92,0,-3414.06298828,-2519.55566406,33.8807258606,0x0,0,
3276,39,93,0,-3457.19921875,-2500.44873047,40.0513687134,0x0,0,
3277,39,94,0,-3498.55908203,-2484.89819336,58.73487854,0x0,0,
3278,39,95,0,-3552.62451172,-2502.53320313,59.898601532,0x0,0,
3279,39,96,0,-3581.98583984,-2508.06616211,60.6382331848,0x0,0,
3280,39,97,0,-3628.52392578,-2547.90551758,67.4050369263,0x0,0,
3281,39,98,0,-3687.57983398,-2611.81567383,77.2776870728,0x0,0,
3282,39,99,0,-3759.06518555,-2627.14794922,80.7978897095,0x0,0,
3283,39,100,0,-3794.28466797,-2642.69873047,77.5352325439,0x0,0,
3284,39,101,0,-3870.58129883,-2649.45043945,58.5977363586,0x0,0,
3285,39,102,0,-3998.65893555,-2559.87207031,89.6943740845,0x0,0,
3286,39,103,0,-4049.06176758,-2485.59350586,172.070053101,0x0,0,
3287,39,104,0,-4160.28369141,-2423.87695313,236.434005737,0x0,0,
3288,39,105,0,-4243.55761719,-2455.39453125,268.81652832,0x0,0,
3289,39,106,0,-4314.00927734,-2625.37231445,312.589050293,0x0,0,
3290,39,107,0,-4409.31347656,-2667.82202148,350.762908936,0x0,0,
3291,39,108,0,-4536.39599609,-2668.328125,411.032562256,0x0,0,
3292,39,109,0,-4582.71044922,-2677.73852539,432.194641113,0x0,0,
3293,39,110,0,-4637.203125,-2713.64624023,392.586578369,0x0,0,
3294,39,111,0,-4710.61474609,-2760.34106445,334.611236572,0x0,0,
3295,39,112,0,-4746.27392578,-2819.78173828,336.311920166,0x0,0,
3296,39,113,0,-4731.86962891,-2876.73779297,335.270812988,0x0,0,
3297,39,114,0,-4734.65771484,-2940.5925293,351.515167236,0x0,0,
